service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
"TL+l8100","0","0","0","0","1","0","0","20220722","20220918"
"TL+l8100_1","0","0","0","0","1","0","0","20220722","20220916"
"TL+l8100_2","0","0","0","0","1","0","0","20220722","20220724"
"TL+lm100","0","0","0","1","0","0","0","20220919","20220922"
"TL+ln100","0","0","0","1","1","0","0","20221003","20221023"
"TL+mn100","1","1","1","0","0","0","0","20221003","20221023"
"TL+nn100","0","0","0","1","1","0","0","20221003","20221023"
"TL+on100","1","1","1","0","0","0","0","20221003","20221023"
"TL+pn100","0","0","0","1","1","0","0","20221003","20221023"
"TL+qn100","1","1","1","0","0","0","0","20221003","20221023"
"TL+rn100","0","0","0","0","1","0","0","20221003","20221023"
"TL+sn100","0","1","0","0","0","0","0","20221003","20221023"
"TL+tn100","0","0","0","1","0","0","0","20221003","20221023"
"TL+vm100","0","0","0","1","0","0","0","20220919","20220922"
"TL+wa100","1","0","1","1","1","0","0","20220722","20220807"
"TL+wb100","0","0","0","0","1","0","0","20220722","20220724"
"TL+wm100","1","1","1","0","0","0","0","20220919","20220922"
"TL+xa100","0","1","0","0","0","0","0","20220722","20220807"
"TL+xm100","0","0","0","1","0","0","0","20220919","20220922"
"TL+ya100","0","0","0","0","1","0","0","20220722","20220807"
"TL+ya100_1","0","0","0","0","1","0","0","20220722","20220918"
"TL+ym100","1","1","1","0","0","0","0","20220919","20220922"
"TL+za100","1","1","1","1","0","0","0","20220722","20220807"
"TL+zm100","0","0","0","1","0","0","0","20220919","20220922"
"UZ","0","0","0","0","1","0","0","20220923","20220923"
